count,Menu-Category,Translation
29850,Especial rolls tempurizado,Special tempura rolls
29851,Especial rolls tempurizado,Special tempura rolls
29852,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29853,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29854,Hosomakis,Hosomakis
29855,Hosomakis,Hosomakis
29856,Especial rolls,Special rolls
29857,Especial rolls,Special rolls
29858,Hosomakis,Hosomakis
29859,Hosomakis,Hosomakis
29860,Especial rolls tempurizado,Special tempura rolls
29861,Especial rolls tempurizado,Special tempura rolls
29862,Bebidas,beverages
29863,Bebidas,beverages
29864,Bebidas,beverages
29865,Bebidas,beverages
29866,California rolls,California rolls
29867,California rolls,California rolls
29868,California rolls,California rolls
29869,California rolls,California rolls
29870,California rolls,California rolls
29871,California rolls,California rolls
29872,California rolls,California rolls
29873,California rolls,California rolls
29874,California rolls,California rolls
29875,California rolls,California rolls
29876,California rolls,California rolls
29877,California rolls,California rolls
29878,California rolls,California rolls
29879,California rolls,California rolls
29880,California rolls,California rolls
29881,California rolls,California rolls
29882,California rolls,California rolls
29883,California rolls,California rolls
29884,California rolls,California rolls
29885,California rolls,California rolls
29886,California rolls,California rolls
29887,California rolls,California rolls
29888,California rolls,California rolls
29889,California rolls,California rolls
29890,California rolls,California rolls
29891,California rolls,California rolls
29892,California rolls,California rolls
29893,California rolls,California rolls
29894,California rolls,California rolls
29895,California rolls,California rolls
29896,Sashimi,sashimi
29897,Sashimi,sashimi
29898,Especial rolls,Special rolls
29899,Especial rolls,Special rolls
29900,Hosomakis,Hosomakis
29901,Hosomakis,Hosomakis
29902,Especial rolls tempurizado,Special tempura rolls
29903,Especial rolls tempurizado,Special tempura rolls
29904,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29905,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29906,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29907,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29908,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29909,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29910,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29911,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29912,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29913,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29914,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29915,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29916,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29917,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29918,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29919,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29920,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29921,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29922,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29923,Combinaciones Mashido Sushi,Combinations Mashido Sushi
29924,Hosomakis,Hosomakis
29925,Hosomakis,Hosomakis
29926,Especial rolls,Special rolls
29927,Especial rolls,Special rolls
29928,Especial rolls,Special rolls
29929,Especial rolls,Special rolls
29930,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29931,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29932,Especial rolls,Special rolls
29933,Especial rolls,Special rolls
29934,Rolls mixtos,mixed rolls
29935,Rolls mixtos,mixed rolls
29936,Appeteizer calientes,Hot appeteizer
29937,Appeteizer calientes,Hot appeteizer
29938,Hosomakis,Hosomakis
29939,Hosomakis,Hosomakis
29940,Appeteizer calientes,Hot appeteizer
29941,Appeteizer calientes,Hot appeteizer
29942,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29943,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29944,Appeteizer calientes,Hot appeteizer
29945,Appeteizer calientes,Hot appeteizer
29946,Especial rolls,Special rolls
29947,Especial rolls,Special rolls
29948,Especial rolls,Special rolls
29949,Especial rolls,Special rolls
29950,Especial rolls,Special rolls
29951,Especial rolls,Special rolls
29952,Especial rolls tempurizado,Special tempura rolls
29953,Especial rolls tempurizado,Special tempura rolls
29954,Appeteizer calientes,Hot appeteizer
29955,Appeteizer calientes,Hot appeteizer
29956,Appeteizer calientes,Hot appeteizer
29957,Appeteizer calientes,Hot appeteizer
29958,Appeteizer calientes,Hot appeteizer
29959,Appeteizer calientes,Hot appeteizer
29960,Appeteizer calientes,Hot appeteizer
29961,Appeteizer calientes,Hot appeteizer
29962,Appeteizer calientes,Hot appeteizer
29963,Appeteizer calientes,Hot appeteizer
29964,Appeteizer calientes,Hot appeteizer
29965,Appeteizer calientes,Hot appeteizer
29966,Especial rolls tempurizado,Special tempura rolls
29967,Especial rolls tempurizado,Special tempura rolls
29968,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29969,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29970,Hosomakis,Hosomakis
29971,Hosomakis,Hosomakis
29972,Especial rolls,Special rolls
29973,Especial rolls,Special rolls
29974,Especial rolls tempurizado,Special tempura rolls
29975,Especial rolls tempurizado,Special tempura rolls
29976,Especial rolls,Special rolls
29977,Especial rolls,Special rolls
29978,Rolls mixtos,mixed rolls
29979,Rolls mixtos,mixed rolls
29980,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29981,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29982,Especial rolls,Special rolls
29983,Especial rolls,Special rolls
29984,Especial rolls,Special rolls
29985,Especial rolls,Special rolls
29986,Especial rolls tempurizado,Special tempura rolls
29987,Especial rolls tempurizado,Special tempura rolls
29988,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29989,Rolls envueltos en queso crema,cream cheese wrapped in rolls
29990,Especial rolls tempurizado,Special tempura rolls
29991,Especial rolls tempurizado,Special tempura rolls
29992,Especial rolls,Special rolls
29993,Especial rolls,Special rolls
29994,Rolls mixtos,mixed rolls
29995,Rolls mixtos,mixed rolls
29996,Especial rolls tempurizado,Special tempura rolls
29997,Especial rolls tempurizado,Special tempura rolls
29998,Hosomakis,Hosomakis
29999,Hosomakis,Hosomakis
30000,Especial rolls,Special rolls
30001,Especial rolls,Special rolls
30002,Especial rolls tempurizado,Special tempura rolls
30003,Especial rolls tempurizado,Special tempura rolls
30004,Especial rolls tempurizado,Special tempura rolls
30005,Especial rolls tempurizado,Special tempura rolls
30006,Menú,menu
30007,Menú,menu
30008,Menú,menu
30009,Menú,menu
30010,Menú,menu
30011,Menú,menu
30012,Menú,menu
30013,Menú,menu
30014,Especial rolls,Special rolls
30015,Especial rolls,Special rolls
30016,Especial rolls,Special rolls
30017,Especial rolls,Special rolls
30018,Nigiris,nigiris
30019,Nigiris,nigiris
30020,Nigiris,nigiris
30021,Nigiris,nigiris
30022,Nigiris,nigiris
30023,Nigiris,nigiris
30024,Nigiris,nigiris
30025,Nigiris,nigiris
30026,Nigiris,nigiris
30027,Nigiris,nigiris
30028,Especial rolls,Special rolls
30029,Especial rolls,Special rolls
30030,Especial rolls,Special rolls
30031,Especial rolls,Special rolls
30032,Especial rolls tempurizado,Special tempura rolls
30033,Especial rolls tempurizado,Special tempura rolls
30034,Especial rolls tempurizado,Special tempura rolls
30035,Especial rolls tempurizado,Special tempura rolls
30036,Especial rolls,Special rolls
30037,Especial rolls,Special rolls
30038,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30039,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30040,Rolls mixtos,mixed rolls
30041,Rolls mixtos,mixed rolls
30042,Hosomakis,Hosomakis
30043,Hosomakis,Hosomakis
30044,Especial rolls tempurizado,Special tempura rolls
30045,Especial rolls tempurizado,Special tempura rolls
30046,Hosomakis,Hosomakis
30047,Hosomakis,Hosomakis
30048,Especial rolls,Special rolls
30049,Especial rolls,Special rolls
30050,Rolls mixtos,mixed rolls
30051,Rolls mixtos,mixed rolls
30052,Especial rolls tempurizado,Special tempura rolls
30053,Especial rolls tempurizado,Special tempura rolls
30054,Especial rolls,Special rolls
30055,Especial rolls,Special rolls
30056,Sashimi,sashimi
30057,Sashimi,sashimi
30058,Hosomakis,Hosomakis
30059,Hosomakis,Hosomakis
30060,Especial rolls,Special rolls
30061,Especial rolls,Special rolls
30062,Sashimi,sashimi
30063,Sashimi,sashimi
30064,Sashimi,sashimi
30065,Sashimi,sashimi
30066,Sashimi,sashimi
30067,Sashimi,sashimi
30068,Sashimi,sashimi
30069,Sashimi,sashimi
30070,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30071,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30072,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30073,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30074,Hosomakis,Hosomakis
30075,Hosomakis,Hosomakis
30076,Especial rolls,Special rolls
30077,Especial rolls,Special rolls
30078,Rolls mixtos,mixed rolls
30079,Rolls mixtos,mixed rolls
30080,Hosomakis,Hosomakis
30081,Hosomakis,Hosomakis
30082,Temakis,temakis
30083,Temakis,temakis
30084,Temakis,temakis
30085,Temakis,temakis
30086,Temakis,temakis
30087,Temakis,temakis
30088,Temakis,temakis
30089,Temakis,temakis
30090,Temakis,temakis
30091,Temakis,temakis
30092,Temakis,temakis
30093,Temakis,temakis
30094,Temakis,temakis
30095,Temakis,temakis
30096,Hosomakis,Hosomakis
30097,Hosomakis,Hosomakis
30098,Appeteizer calientes,Hot appeteizer
30099,Appeteizer calientes,Hot appeteizer
30100,Especial rolls,Special rolls
30101,Especial rolls,Special rolls
30102,Rolls mixtos,mixed rolls
30103,Rolls mixtos,mixed rolls
30104,Especial rolls tempurizado,Special tempura rolls
30105,Especial rolls tempurizado,Special tempura rolls
30106,Appeteizer calientes,Hot appeteizer
30107,Appeteizer calientes,Hot appeteizer
30108,Appeteizer calientes,Hot appeteizer
30109,Appeteizer calientes,Hot appeteizer
30110,Especial rolls,Special rolls
30111,Especial rolls,Special rolls
30112,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30113,Rolls envueltos en queso crema,cream cheese wrapped in rolls
30114,Especial rolls tempurizado,Special tempura rolls
30115,Especial rolls tempurizado,Special tempura rolls
30116,Appeteizer calientes,Hot appeteizer
30117,Appeteizer calientes,Hot appeteizer
30118,Especial rolls,Special rolls
30119,Especial rolls,Special rolls
30120,Hosomakis,Hosomakis
30121,Hosomakis,Hosomakis
30122,Especial rolls,Special rolls
30123,Especial rolls,Special rolls
30124,Especial rolls tempurizado,Special tempura rolls
30125,Especial rolls tempurizado,Special tempura rolls
30126,Appeteizer calientes,Hot appeteizer
30127,Appeteizer calientes,Hot appeteizer
30128,Appeteizer calientes,Hot appeteizer
30129,Appeteizer calientes,Hot appeteizer
30130,Appeteizer calientes,Hot appeteizer
30131,Appeteizer calientes,Hot appeteizer
30132,Appeteizer calientes,Hot appeteizer
30133,Appeteizer calientes,Hot appeteizer
30134,Appeteizer calientes,Hot appeteizer
30135,Appeteizer calientes,Hot appeteizer
30136,Especial rolls tempurizado,Special tempura rolls
30137,Especial rolls tempurizado,Special tempura rolls
30138,Sándwich,Sandwich
30139,Sándwich,Sandwich
30140,Sándwich,Sandwich
30141,Sándwich,Sandwich
30142,Bebidas,beverages
30143,Bebidas,beverages
30144,Bebidas,beverages
30145,Sándwich,Sandwich
30146,Pizzas,pizzas
30147,Pizzas,pizzas
30148,Sándwich,Sandwich
30149,Sándwich,Sandwich
30150,Sándwich,Sandwich
30151,Sándwich,Sandwich
30152,Sándwich,Sandwich
30153,Bebidas,beverages
30154,Bebidas,beverages
30155,Bebidas,beverages
30156,Pizzas,pizzas
30157,Sándwich,Sandwich
30158,Sándwich,Sandwich
30159,Pizzas,pizzas
30160,Bebidas,beverages
30161,Bebidas,beverages
30162,Tortas y dulces,cakes and sweets
30163,Ensaladas,Salads
30164,Ensaladas,Salads
30165,Bebidas,beverages
30166,Bebidas,beverages
30167,Bebidas,beverages
30168,Tortas y dulces,cakes and sweets
30169,Bebidas,beverages
30170,Sandwich,sandwich
30171,Sandwich,sandwich
30172,Tortas y dulces,cakes and sweets
30173,Sandwich,sandwich
30174,Sandwich,sandwich
30175,Sandwich,sandwich
30176,Tortas y dulces,cakes and sweets
30177,Sandwich,sandwich
30178,Bebidas,beverages
30179,Bebidas,beverages
30180,Tortas y dulces,cakes and sweets
30181,Ensaladas,Salads
30182,Ensaladas,Salads
30183,Bebidas,beverages
30184,Bebidas,beverages
30185,Bebidas,beverages
30186,Tortas y dulces,cakes and sweets
30187,Bebidas,beverages
30188,Sandwich,sandwich
30189,Sandwich,sandwich
30190,Tortas y dulces,cakes and sweets
30191,Sandwich,sandwich
30192,Sandwich,sandwich
30193,Sandwich,sandwich
30194,Tortas y dulces,cakes and sweets
30195,Sandwich,sandwich
30196,Productos,produce
30197,Productos,produce
30198,Bebidas,beverages
30199,Bebidas,beverages
30200,Bebidas,beverages
30201,Productos,produce
30202,Productos,produce
30203,Productos,produce
30204,Combos,combos
30205,Combos,combos
30206,Combos,combos
30207,Combos,combos
30208,Combos,combos
30209,Combos,combos
30210,Combos,combos
30211,Productos,produce
30212,Productos,produce
30213,Productos,produce
30214,Productos,produce
30215,Rolls Fritos,fried rolls
30216,Rolls Fritos,fried rolls
30217,Nigiris,nigiris
30218,Sashimis,sashimis
30219,Especial Rolls,Special rolls
30220,Especial Rolls,Special rolls
30221,Especial Rolls,Special rolls
30222,Especial Rolls,Special rolls
30223,Especial Rolls,Special rolls
30224,Agregados,aggregates
30225,Agregados,aggregates
30226,Agregados,aggregates
30227,Califorma Rolls,Califorma Rolls
30228,Califorma Rolls,Califorma Rolls
30229,Califorma Rolls,Califorma Rolls
30230,Califorma Rolls,Califorma Rolls
30231,Califorma Rolls,Califorma Rolls
30232,Califorma Rolls,Califorma Rolls
30233,Califorma Rolls,Califorma Rolls
30234,Califorma Rolls,Califorma Rolls
30235,Califorma Rolls,Califorma Rolls
30236,Califorma Rolls,Califorma Rolls
30237,Gyozas,gyozas
30238,Nigiris,nigiris
30239,Rolls envueltos en Queso Crema,Cream Cheese wrapped rolls
30240,Gyozas,gyozas
30241,Rolls envueltos en Queso Crema,Cream Cheese wrapped rolls
30242,Rollos envueltos en Nori,Wrapped in Nori Rolls
30243,Rollos envueltos en Nori,Wrapped in Nori Rolls
30244,Rollos envueltos en Nori,Wrapped in Nori Rolls
30245,Rollos envueltos en Nori,Wrapped in Nori Rolls
30246,Agregados,aggregates
30247,Agregados,aggregates
30248,Rolls Fritos,fried rolls
30249,Rolls envueltos en Queso Crema,Cream Cheese wrapped rolls
30250,Rolls envueltos en Queso Crema,Cream Cheese wrapped rolls
30251,Promoción Menú Classic,Classic Menu Promotion
30252,Promoción Menú Premium,Premium Menu Promotion
30253,Promoción Menú Classic,Classic Menu Promotion
30254,Promoción Menú Premium,Premium Menu Promotion
30255,Promoción Menú Classic,Classic Menu Promotion
30256,Promoción Menú Premium,Premium Menu Promotion
30257,Promoción Menú Classic,Classic Menu Promotion
30258,Promoción Menú Premium,Premium Menu Promotion
30259,Promoción Menú Classic,Classic Menu Promotion
30260,Promoción Menú Premium,Premium Menu Promotion
30261,Menús,menus
30262,Agregados,aggregates
30263,Rolls Fritos,fried rolls
30264,Gyozas,gyozas
30265,Nigiris,nigiris
30266,Sashimis,sashimis
30267,Rolls envueltos en Salmón,Rolls wrapped in salmon
30268,Rolls envueltos en Salmón,Rolls wrapped in salmon
30269,Rolls envueltos en Salmón,Rolls wrapped in salmon
30270,Rolls envueltos en Salmón,Rolls wrapped in salmon
30271,Nigiris,nigiris
30272,Sashimis,sashimis
30273,Agregados,aggregates
30274,Agregados,aggregates
30275,Rolls Fritos,fried rolls
30276,Rolls Fritos,fried rolls
30277,Gyozas,gyozas
30278,Agregados,aggregates
30279,Appetizers,appetizers
30280,Avocado Rolls,avocado rolls
30281,Avocado Rolls,avocado rolls
30282,Avocado Rolls,avocado rolls
30283,Avocado Rolls,avocado rolls
30284,Avocado Rolls,avocado rolls
30285,Avocado Rolls,avocado rolls
30286,Avocado Rolls,avocado rolls
30287,Bebidas,beverages
30288,Bebidas,beverages
30289,Bebidas,beverages
30290,California Rolls,California Rolls
30291,California Rolls,California Rolls
30292,California Rolls,California Rolls
30293,California Rolls,California Rolls
30294,California Rolls,California Rolls
30295,Agregado Extra,Added Extra
30296,Gohan,gohan
30297,Combinaciones,combinations
30298,Combinaciones,combinations
30299,Combinaciones,combinations
30300,Combinaciones,combinations
30301,Combinaciones,combinations
30302,Appetizers,appetizers
30303,Appetizers,appetizers
30304,Appetizers,appetizers
30305,Appetizers,appetizers
30306,Gohan,gohan
30307,Vegeta Rolls,vegeta rolls
30308,Gohan,gohan
30309,Gohan,gohan
30310,Vegeta Rolls,vegeta rolls
30311,Appetizers,appetizers
30312,Hosomaki Rolls,Hosomaki Rolls
30313,Hosomaki Rolls,Hosomaki Rolls
30314,Hosomaki Rolls,Hosomaki Rolls
30315,Hosomaki Rolls,Hosomaki Rolls
30316,Hosomaki Rolls,Hosomaki Rolls
30317,Hosomaki Rolls,Hosomaki Rolls
30318,Ingredientes Extras,Ingredients Extras
30319,Bebidas,beverages
30320,Bebidas,beverages
30321,Bebidas,beverages
30322,Appetizers,appetizers
30323,Bebidas,beverages
30324,Vegeta Rolls,vegeta rolls
30325,Agregado Extra,Added Extra
30326,Menú Almuerzo,Lunch Menu
30327,Menú Almuerzo,Lunch Menu
30328,Appetizers,appetizers
30329,Vegeta Rolls,vegeta rolls
30330,Niguiri,niguiri
30331,Niguiri,niguiri
30332,Niguiri,niguiri
30333,Niguiri,niguiri
30334,Agregado Extra,Added Extra
30335,Appetizers,appetizers
30336,Gohan,gohan
30337,Agregado Extra,Added Extra
30338,Gohan,gohan
30339,Sake Rolls,sake rolls
30340,Hot Rolls,Hot Rolls
30341,Hot Rolls,Hot Rolls
30342,Sake Rolls,sake rolls
30343,Sake Rolls,sake rolls
30344,Hot Rolls,Hot Rolls
30345,Sake Rolls,sake rolls
30346,Hot Rolls,Hot Rolls
30347,Sake Rolls,sake rolls
30348,Ingredientes Extras,Ingredients Extras
30349,Ingredientes Extras,Ingredients Extras
30350,Ingredientes Extras,Ingredients Extras
30351,Ingredientes Extras,Ingredients Extras
30352,Ingredientes Extras,Ingredients Extras
30353,Sashimi,sashimi
30354,Sashimi,sashimi
30355,Special Rolls,special rolls
30356,Special Rolls,special rolls
30357,Special Hot Rolls,special hot rolls
30358,Special Hot Rolls,special hot rolls
30359,Special Hot Rolls,special hot rolls
30360,Special Hot Rolls,special hot rolls
30361,Special Hot Rolls,special hot rolls
30362,Special Rolls,special rolls
30363,Special Rolls,special rolls
30364,Temaki,temaki
30365,Temaki,temaki
30366,Temaki,temaki
30367,Temaki,temaki
30368,Vegeta Rolls,vegeta rolls
30369,Platos Calientes,hot dishes
30370,Vegeta Rolls,vegeta rolls
30371,Ingredientes Extras,Ingredients Extras
30372,Platos Calientes,hot dishes
30373,Platos Calientes,hot dishes
30374,Platos Calientes,hot dishes
30375,Platos Calientes,hot dishes
30376,Platos Calientes,hot dishes
30377,Platillos,Cymbals
30378,Platillos,Cymbals
30379,Platillos,Cymbals
30380,Platillos,Cymbals
30381,Hosomakis,Hosomakis
30382,Makimonos,makimonos
30383,Bebidas,beverages
30384,Bebidas,beverages
30385,Cheese Rolls,cheese rolls
30386,Pizzas,pizzas
30387,Pizzas,pizzas
30388,Especiales Fríos,Special cold
30389,Makimonos,makimonos
30390,Especiales Fríos,Special cold
30391,Especiales Calientes,special hot
30392,Empanadas Fritas,fried pies
30393,Empanadas Fritas,fried pies
30394,Empanadas Fritas,fried pies
30395,Empanadas Fritas,fried pies
30396,Empanadas Fritas,fried pies
30397,Empanadas Fritas,fried pies
30398,Empanadas Fritas,fried pies
30399,Empanadas Fritas,fried pies
30400,Empanadas Fritas,fried pies
30401,Empanadas Fritas,fried pies
30402,Empanadas Fritas,fried pies
30403,Empanadas Fritas,fried pies
30404,Empanadas Fritas,fried pies
30405,Empanadas Fritas,fried pies
30406,Empanadas Fritas,fried pies
30407,Pizzas,pizzas
30408,Avocado Rolls,avocado rolls
30409,Gyosas,gyosas
30410,Gyosas,gyosas
30411,Gyosas,gyosas
30412,Hosomakis,Hosomakis
30413,Hosomakis,Hosomakis
30414,Hosomakis,Hosomakis
30415,Hosomakis,Hosomakis
30416,Cheese Rolls,cheese rolls
30417,Bebidas,beverages
30418,Bebidas,beverages
30419,Cheese Rolls,cheese rolls
30420,Avocado Rolls,avocado rolls
30421,Especiales Fríos,Special cold
30422,Avocado Rolls,avocado rolls
30423,Pizzas,pizzas
30424,Especiales Calientes,special hot
30425,Pizzas,pizzas
30426,Especiales Calientes,special hot
30427,Pizzas,pizzas
30428,Pizzas,pizzas
30429,Cheese Rolls,cheese rolls
30430,Especiales Fríos,Special cold
30431,Especiales Fríos,Special cold
30432,Avocado Rolls,avocado rolls
30433,Avocado Rolls,avocado rolls
30434,Pizzas,pizzas
30435,Makimonos,makimonos
30436,Especiales Calientes,special hot
30437,Especiales Calientes,special hot
30438,Makimonos,makimonos
30439,Tablas,draw
30440,Tablas,draw
30441,Makimonos,makimonos
30442,Pizzas,pizzas
30443,Cheese Rolls,cheese rolls
30444,Vinos,wines
30445,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30446,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30447,Aperitivos,snacks
30448,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30449,Sugerencias del Chef,chef's suggestions
30450,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30451,Postres,desserts
30452,Tragos Importados,imported drinks
30453,Tragos Importados,imported drinks
30454,Aperitivos,snacks
30455,Para el Aperitivo,for aperitif
30456,Productos del Mar,Sea Products
30457,Para el Aperitivo,for aperitif
30458,Para el Aperitivo,for aperitif
30459,Arroz,rice
30460,Arroz,rice
30461,Arroz,rice
30462,Chaumin,Chaumin
30463,Postres,desserts
30464,Tragos Importados,imported drinks
30465,Para Beber,to drink
30466,Vinos,wines
30467,Vinos,wines
30468,Vinos,wines
30469,Te y Café,Tea and Coffee
30470,Te y Café,Tea and Coffee
30471,Te y Café,Tea and Coffee
30472,Te y Café,Tea and Coffee
30473,Aperitivos,snacks
30474,Aperitivos,snacks
30475,Aperitivos,snacks
30476,Productos del Mar,Sea Products
30477,Chaumin,Chaumin
30478,Productos del Mar,Sea Products
30479,Productos del Mar,Sea Products
30480,Sugerencias del Chef,chef's suggestions
30481,Sugerencias del Chef,chef's suggestions
30482,Productos del Mar,Sea Products
30483,Para el Aperitivo,for aperitif
30484,Para el Aperitivo,for aperitif
30485,Productos del Mar,Sea Products
30486,Tragos Importados,imported drinks
30487,Vinos,wines
30488,Vinos,wines
30489,Vinos,wines
30490,Vinos,wines
30491,Vinos,wines
30492,Chaumin,Chaumin
30493,Sugerencias del Chef,chef's suggestions
30494,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30495,Vinos,wines
30496,Vinos,wines
30497,Vinos,wines
30498,Vinos,wines
30499,Vinos,wines
30500,Postres,desserts
30501,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30502,Para Beber,to drink
30503,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30504,Aperitivos,snacks
30505,Sugerencias del Chef,chef's suggestions
30506,Aperitivos,snacks
30507,Aperitivos,snacks
30508,Tragos Importados,imported drinks
30509,Productos del Mar,Sea Products
30510,Productos del Mar,Sea Products
30511,Productos del Mar,Sea Products
30512,Postres,desserts
30513,Postres,desserts
30514,Postres,desserts
30515,Productos del Mar,Sea Products
30516,Aperitivos,snacks
30517,Postres,desserts
30518,Chaumin,Chaumin
30519,Sugerencias del Chef,chef's suggestions
30520,Aperitivos,snacks
30521,Aperitivos,snacks
30522,Para el Aperitivo,for aperitif
30523,Para el Aperitivo,for aperitif
30524,Sugerencias del Chef,chef's suggestions
30525,Para Beber,to drink
30526,Sugerencias del Chef,chef's suggestions
30527,Postres,desserts
30528,Postres,desserts
30529,Vinos,wines
30530,Aperitivos,snacks
30531,Postres,desserts
30532,Aperitivos,snacks
30533,Sugerencias del Chef,chef's suggestions
30534,Sugerencias del Chef,chef's suggestions
30535,Aperitivos,snacks
30536,Aperitivos,snacks
30537,Nuestros Paquetes,our packages
30538,Nuestros Paquetes,our packages
30539,Nuestros Paquetes,our packages
30540,Nuestros Paquetes,our packages
30541,Nuestros Paquetes,our packages
30542,Nuestros Paquetes,our packages
30543,Nuestros Paquetes,our packages
30544,Nuestros Paquetes,our packages
30545,Nuestros Paquetes,our packages
30546,Nuestros Paquetes,our packages
30547,Postres,desserts
30548,Vinos,wines
30549,Tragos Importados,imported drinks
30550,Tragos Importados,imported drinks
30551,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30552,Te y Café,Tea and Coffee
30553,Aperitivos,snacks
30554,Sugerencias del Chef,chef's suggestions
30555,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30556,Pato,duck
30557,Pato,duck
30558,Pato,duck
30559,Pato,duck
30560,Pato,duck
30561,Aperitivos,snacks
30562,Postres,desserts
30563,Vinos,wines
30564,Aperitivos,snacks
30565,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30566,Sugerencias del Chef,chef's suggestions
30567,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30568,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30569,Sugerencias del Chef,chef's suggestions
30570,Para el Aperitivo,for aperitif
30571,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30572,Aperitivos,snacks
30573,Aperitivos,snacks
30574,Productos del Mar,Sea Products
30575,Vinos,wines
30576,Vinos,wines
30577,Vinos,wines
30578,Pato,duck
30579,Para el Aperitivo,for aperitif
30580,Sopas,soups
30581,Sopas,soups
30582,Sopas,soups
30583,Sopas,soups
30584,Sopas,soups
30585,Sopas,soups
30586,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30587,Te y Café,Tea and Coffee
30588,Aperitivos,snacks
30589,Aperitivos,snacks
30590,Aperitivos,snacks
30591,Aperitivos,snacks
30592,Postres,desserts
30593,Vinos,wines
30594,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30595,Aperitivos,snacks
30596,Vinos,wines
30597,Sugerencias del Chef,chef's suggestions
30598,Vinos,wines
30599,Aperitivos,snacks
30600,Aperitivos,snacks
30601,Aperitivos,snacks
30602,Aperitivos,snacks
30603,Para el Aperitivo,for aperitif
30604,Tragos Importados,imported drinks
30605,Tragos Importados,imported drinks
30606,Tragos Importados,imported drinks
30607,Tragos Importados,imported drinks
30608,Tragos Importados,imported drinks
30609,Aperitivos,snacks
30610,Vinos,wines
30611,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30612,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30613,Aperitivos,snacks
30614,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30615,Sugerencias del Chef,chef's suggestions
30616,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30617,Postres,desserts
30618,Tragos Importados,imported drinks
30619,Tragos Importados,imported drinks
30620,Aperitivos,snacks
30621,Para el Aperitivo,for aperitif
30622,Productos del Mar,Sea Products
30623,Para el Aperitivo,for aperitif
30624,Para el Aperitivo,for aperitif
30625,Arroz,rice
30626,Arroz,rice
30627,Arroz,rice
30628,Chaumin,Chaumin
30629,Postres,desserts
30630,Tragos Importados,imported drinks
30631,Para Beber,to drink
30632,Vinos,wines
30633,Vinos,wines
30634,Vinos,wines
30635,Te y Café,Tea and Coffee
30636,Te y Café,Tea and Coffee
30637,Te y Café,Tea and Coffee
30638,Te y Café,Tea and Coffee
30639,Aperitivos,snacks
30640,Aperitivos,snacks
30641,Aperitivos,snacks
30642,Productos del Mar,Sea Products
30643,Chaumin,Chaumin
30644,Productos del Mar,Sea Products
